submission_a,submission_b,assignment_id,token_similarity,line_similarity,length_similarity,typing_speed_gap,idle_ratio_gap,paste_ratio_gap,tab_switch_gap,suspicion_gap,label,risk_level
sub_1035,sub_1039,assignment_004,0.3929,0.0,0.9044,8,0.05,0.04,2,4,1,low
sub_1035,sub_1040,assignment_004,0.3571,0.0,0.7201,4,0.01,0.01,1,1,1,low
sub_1036,sub_1037,assignment_004,0.2,0.0,0.8934,14,0.14,0.19,4,15,1,low
sub_1036,sub_1038,assignment_004,0.2759,0.0,0.7864,6,0.03,0.04,1,4,1,low
sub_1036,sub_1039,assignment_004,0.3846,0.0,0.917,3,0.01,0.01,0,1,1,low
sub_1036,sub_1040,assignment_004,0.4,0.0,0.8683,1,0.03,0.04,1,2,1,low
sub_1037,sub_1038,assignment_004,0.6957,0.1579,0.8803,8,0.11,0.15,3,11,1,medium
sub_1037,sub_1039,assignment_004,0.2258,0.0,0.9743,11,0.13,0.2,4,14,1,low
sub_1037,sub_1040,assignment_004,0.2333,0.0,0.7757,15,0.17,0.23,5,17,1,low
sub_1038,sub_1039,assignment_004,0.3448,0.0,0.8576,3,0.02,0.05,1,3,1,low
sub_1038,sub_1040,assignment_004,0.3103,0.0,0.6828,7,0.06,0.08,2,6,1,low
sub_1039,sub_1040,assignment_004,0.85,0.2,0.7962,4,0.04,0.03,1,3,1,high
sub_0045,sub_0046,assignment_005,0.619,0.0526,0.6622,3,0.04,0.01,1,4,0,medium
sub_0045,sub_0047,assignment_005,0.5789,0.1875,0.7387,3,0.03,0.02,0,3,0,low
sub_0045,sub_0048,assignment_005,0.619,0.1875,0.6652,5,0.12,0.01,2,10,0,medium
sub_0045,sub_0049,assignment_005,0.7368,0.2857,0.8963,1,0.02,0.01,1,2,0,medium
sub_0045,sub_0050,assignment_005,0.5714,0.0,0.7861,6,0.1,0.02,3,14,0,low
sub_0045,sub_0051,assignment_005,0.7,0.2,0.9484,6,0.06,0.02,0,4,0,medium
sub_0045,sub_0052,assignment_005,0.8824,0.3571,0.6336,2,0.01,0.0,1,3,0,high
sub_0045,sub_0053,assignment_005,0.6,0.0625,0.9018,2,0.02,0.01,0,1,0,medium
sub_0045,sub_0054,assignment_005,0.55,0.0526,0.8647,4,0.07,0.01,2,8,0,low
sub_0045,sub_0055,assignment_005,0.7368,0.1765,0.5526,1,0.01,0.02,1,2,0,medium
sub_0045,sub_1041,assignment_005,0.8824,0.5,0.98,46,0.13,0.8,11,83,0,high
sub_0045,sub_1042,assignment_005,0.6842,0.2,0.8596,49,0.14,0.86,13,87,0,medium
sub_0045,sub_1043,assignment_005,0.5789,0.1875,0.7462,42,0.11,0.77,9,80,0,low
sub_0045,sub_1044,assignment_005,0.5,0.1875,0.7656,44,0.12,0.82,12,84,0,low
sub_0045,sub_1045,assignment_005,0.8333,0.3846,0.9866,37,0.09,0.74,8,76,0,medium
sub_0045,sub_1046,assignment_005,0.5714,0.125,0.8909,51,0.15,0.89,14,90,0,low
sub_0045,sub_1047,assignment_005,0.7,0.2,0.913,40,0.1,0.79,10,81,0,medium
sub_0045,sub_1048,assignment_005,0.619,0.2,0.913,47,0.13,0.84,12,86,0,medium
sub_0045,sub_1049,assignment_005,0.6316,0.1765,0.8033,43,0.11,0.78,9,82,0,medium
sub_0045,sub_1050,assignment_005,0.6316,0.1765,0.8802,50,0.14,0.87,13,89,0,medium
sub_0046,sub_0047,assignment_005,0.5238,0.1053,0.8964,6,0.07,0.01,1,7,0,low
sub_0046,sub_0048,assignment_005,0.5652,0.05,0.9955,2,0.08,0.02,1,6,0,low
sub_0046,sub_0049,assignment_005,0.5217,0.0526,0.7387,2,0.02,0.0,0,2,0,low
sub_0046,sub_0050,assignment_005,0.5909,0.0556,0.8423,3,0.06,0.03,2,10,0,low
sub_0046,sub_0051,assignment_005,0.5652,0.0526,0.6982,9,0.1,0.01,1,8,0,low
sub_0046,sub_0052,assignment_005,0.619,0.05,0.9569,1,0.03,0.01,0,1,0,medium
sub_0046,sub_0053,assignment_005,0.5455,0.1176,0.7342,5,0.06,0.0,1,5,0,low
sub_0046,sub_0054,assignment_005,0.5714,0.2222,0.7658,1,0.03,0.02,1,4,0,low
sub_0046,sub_0055,assignment_005,0.5909,0.0476,0.8346,4,0.05,0.01,0,6,0,low
sub_0046,sub_1041,assignment_005,0.619,0.0526,0.6757,49,0.17,0.81,10,79,0,medium
sub_0046,sub_1042,assignment_005,0.7,0.0526,0.7703,52,0.18,0.87,12,83,0,medium
sub_0046,sub_1043,assignment_005,0.5238,0.1053,0.8874,45,0.15,0.78,8,76,0,low
sub_0046,sub_1044,assignment_005,0.6,0.1667,0.8649,47,0.16,0.83,11,80,0,medium
sub_0046,sub_1045,assignment_005,0.5217,0.0526,0.6712,40,0.13,0.75,7,72,0,low
sub_0046,sub_1046,assignment_005,0.6667,0.25,0.7432,54,0.19,0.9,13,86,0,medium
sub_0046,sub_1047,assignment_005,0.5652,0.0526,0.7252,43,0.14,0.8,9,77,0,low
sub_0046,sub_1048,assignment_005,0.6364,0.0526,0.7252,50,0.17,0.85,11,82,0,medium
sub_0046,sub_1049,assignment_005,0.5,0.1579,0.8243,46,0.15,0.79,8,78,0,low
sub_0046,sub_1050,assignment_005,0.5,0.1579,0.7523,53,0.18,0.88,12,85,0,low
sub_0047,sub_0048,assignment_005,0.4545,0.1765,0.9005,8,0.15,0.03,2,13,0,low
sub_0047,sub_0049,assignment_005,0.4762,0.1176,0.8241,4,0.05,0.01,1,5,0,low
sub_0047,sub_0050,assignment_005,0.4762,0.0588,0.9397,9,0.13,0.04,3,17,0,low
sub_0047,sub_0051,assignment_005,0.5238,0.1875,0.7789,3,0.03,0.0,0,1,0,low
sub_0047,sub_0052,assignment_005,0.5789,0.1765,0.8578,5,0.04,0.02,1,6,0,low
sub_0047,sub_0053,assignment_005,0.5,0.125,0.8191,1,0.01,0.01,0,2,0,low
sub_0047,sub_0054,assignment_005,0.7059,0.1053,0.8543,7,0.1,0.03,2,11,0,medium
sub_0047,sub_0055,assignment_005,0.6316,0.3125,0.7481,2,0.02,0.0,1,1,0,medium
sub_0047,sub_1041,assignment_005,0.5789,0.1875,0.7538,43,0.1,0.82,11,86,0,low
sub_0047,sub_1042,assignment_005,0.5,0.1875,0.8593,46,0.11,0.88,13,90,0,low
sub_0047,sub_1043,assignment_005,1.0,0.8182,0.9899,39,0.08,0.79,9,83,0,high
sub_0047,sub_1044,assignment_005,0.75,0.25,0.9648,41,0.09,0.84,12,87,0,medium
sub_0047,sub_1045,assignment_005,0.4762,0.1176,0.7487,34,0.06,0.76,8,79,0,low
sub_0047,sub_1046,assignment_005,0.4091,0.1176,0.8291,48,0.12,0.91,14,93,0,low
sub_0047,sub_1047,assignment_005,0.5238,0.1875,0.809,37,0.07,0.81,10,84,0,low
sub_0047,sub_1048,assignment_005,0.5238,0.2667,0.809,44,0.1,0.86,12,89,0,low
sub_0047,sub_1049,assignment_005,0.7059,0.05,0.9196,40,0.08,0.8,9,85,0,medium
sub_0047,sub_1050,assignment_005,0.7059,0.1053,0.8392,47,0.11,0.89,13,92,0,medium
sub_0048,sub_0049,assignment_005,0.5217,0.1176,0.7421,4,0.1,0.02,1,8,0,low
sub_0048,sub_0050,assignment_005,0.5909,0.0,0.8462,1,0.02,0.01,1,4,0,low
sub_0048,sub_0051,assignment_005,0.5652,0.1875,0.7014,11,0.18,0.03,2,14,0,low
sub_0048,sub_0052,assignment_005,0.619,0.1765,0.9526,3,0.11,0.01,1,7,0,medium
sub_0048,sub_0053,assignment_005,0.5455,0.125,0.7376,7,0.14,0.02,2,11,0,low
sub_0048,sub_0054,assignment_005,0.4348,0.05,0.7692,1,0.05,0.0,0,2,0,low
sub_0048,sub_0055,assignment_005,0.5909,0.1667,0.8308,6,0.13,0.03,1,12,0,low
sub_0048,sub_1041,assignment_005,0.619,0.1875,0.6787,51,0.25,0.79,9,73,0,medium
sub_0048,sub_1042,assignment_005,0.7,0.2667,0.7738,54,0.26,0.85,11,77,0,medium
sub_0048,sub_1043,assignment_005,0.4545,0.1765,0.8914,47,0.23,0.76,7,70,0,low
sub_0048,sub_1044,assignment_005,0.5238,0.1765,0.8688,49,0.24,0.81,10,74,0,low
sub_0048,sub_1045,assignment_005,0.5217,0.1176,0.6742,42,0.21,0.73,6,66,0,low
sub_0048,sub_1046,assignment_005,0.5217,0.1176,0.7466,56,0.27,0.88,12,80,0,low
sub_0048,sub_1047,assignment_005,0.5652,0.1875,0.7285,45,0.22,0.78,8,71,0,low
sub_0048,sub_1048,assignment_005,0.6364,0.1875,0.7285,52,0.25,0.83,10,76,0,medium
sub_0048,sub_1049,assignment_005,0.4348,0.05,0.8281,48,0.23,0.77,7,72,0,low
sub_0048,sub_1050,assignment_005,0.5,0.1053,0.7557,55,0.26,0.86,11,79,0,low
sub_0049,sub_0050,assignment_005,0.619,0.0,0.877,5,0.08,0.03,2,12,0,medium
sub_0049,sub_0051,assignment_005,0.5909,0.125,0.9451,7,0.08,0.01,1,6,0,low
sub_0049,sub_0052,assignment_005,0.7368,0.3571,0.7069,1,0.01,0.01,0,1,0,medium
sub_0049,sub_0053,assignment_005,0.5714,0.0625,0.9939,3,0.04,0.0,1,3,0,low
sub_0049,sub_0054,assignment_005,0.4545,0.0526,0.9647,3,0.05,0.02,1,6,0,low
sub_0049,sub_0055,assignment_005,0.619,0.1111,0.6165,2,0.03,0.01,0,4,0,medium
sub_0049,sub_1041,assignment_005,0.7368,0.2857,0.9146,47,0.15,0.81,10,81,0,medium
sub_0049,sub_1042,assignment_005,0.5714,0.125,0.9591,50,0.16,0.87,12,85,0,low
sub_0049,sub_1043,assignment_005,0.4762,0.1176,0.8325,43,0.13,0.78,8,78,0,low
sub_0049,sub_1044,assignment_005,0.4091,0.1176,0.8542,45,0.14,0.83,11,82,0,low
sub_0049,sub_1045,assignment_005,0.8889,0.5,0.9085,38,0.11,0.75,7,74,0,high
sub_0049,sub_1046,assignment_005,0.7895,0.3846,0.9939,52,0.17,0.9,13,88,0,medium
sub_0049,sub_1047,assignment_005,0.5909,0.125,0.9817,41,0.12,0.8,9,79,0,low
sub_0049,sub_1048,assignment_005,0.5217,0.125,0.9817,48,0.15,0.85,11,84,0,low
sub_0049,sub_1049,assignment_005,0.5238,0.1765,0.8962,44,0.13,0.79,8,80,0,low
sub_0049,sub_1050,assignment_005,0.4545,0.0526,0.982,51,0.16,0.88,12,87,0,low
sub_0050,sub_0051,assignment_005,0.5217,0.0,0.8289,12,0.16,0.04,3,18,0,low
sub_0050,sub_0052,assignment_005,0.5714,0.0,0.806,4,0.09,0.02,2,11,0,low
sub_0050,sub_0053,assignment_005,0.5714,0.0667,0.8717,8,0.12,0.03,3,15,0,low
sub_0050,sub_0054,assignment_005,0.4545,0.0,0.9091,2,0.03,0.01,1,6,0,low
sub_0050,sub_0055,assignment_005,0.5455,0.0,0.703,7,0.11,0.04,2,16,0,low
sub_0050,sub_1041,assignment_005,0.5714,0.0,0.8021,52,0.23,0.78,8,69,0,low
sub_0050,sub_1042,assignment_005,0.5,0.0,0.9144,55,0.24,0.84,10,73,0,low
sub_0050,sub_1043,assignment_005,0.4762,0.0588,0.9492,48,0.21,0.75,6,66,0,low
sub_0050,sub_1044,assignment_005,0.4091,0.0588,0.974,50,0.22,0.8,9,70,0,low
sub_0050,sub_1045,assignment_005,0.619,0.0,0.7968,43,0.19,0.72,5,62,0,medium
sub_0050,sub_1046,assignment_005,0.5455,0.0,0.8824,57,0.25,0.87,11,76,0,low
sub_0050,sub_1047,assignment_005,0.5217,0.0,0.861,46,0.2,0.77,7,67,0,low
sub_0050,sub_1048,assignment_005,0.4583,0.0,0.861,53,0.23,0.82,9,72,0,low
sub_0050,sub_1049,assignment_005,0.4545,0.0,0.9786,49,0.21,0.76,6,68,0,low
sub_0050,sub_1050,assignment_005,0.4545,0.0,0.893,56,0.24,0.85,10,75,0,low
sub_0051,sub_0052,assignment_005,0.7,0.1875,0.6681,8,0.07,0.02,1,7,0,medium
sub_0051,sub_0053,assignment_005,0.5455,0.0625,0.9509,4,0.04,0.01,0,3,0,low
sub_0051,sub_0054,assignment_005,0.5,0.0526,0.9118,10,0.13,0.03,2,12,0,low
sub_0051,sub_0055,assignment_005,0.6667,0.1765,0.5827,5,0.05,0.0,1,2,0,medium
sub_0051,sub_1041,assignment_005,0.7,0.2,0.9677,40,0.07,0.82,11,87,0,medium
sub_0051,sub_1042,assignment_005,0.619,0.2,0.9064,43,0.08,0.88,13,91,0,medium
sub_0051,sub_1043,assignment_005,0.5238,0.1875,0.7868,36,0.05,0.79,9,84,0,low
sub_0051,sub_1044,assignment_005,0.4545,0.1875,0.8073,38,0.06,0.84,12,88,0,low
sub_0051,sub_1045,assignment_005,0.5909,0.125,0.9613,31,0.03,0.76,8,80,0,low
sub_0051,sub_1046,assignment_005,0.5217,0.125,0.9394,45,0.09,0.91,14,94,0,low
sub_0051,sub_1047,assignment_005,0.8947,0.5,0.9627,34,0.04,0.81,10,85,0,high
sub_0051,sub_1048,assignment_005,0.7143,0.2,0.9627,41,0.07,0.86,12,90,0,medium
sub_0051,sub_1049,assignment_005,0.5,0.0526,0.847,37,0.05,0.8,9,86,0,low
sub_0051,sub_1050,assignment_005,0.5,0.0526,0.9281,44,0.08,0.89,13,93,0,low
sub_0052,sub_0053,assignment_005,0.6,0.0588,0.7026,4,0.03,0.01,1,4,0,medium
sub_0052,sub_0054,assignment_005,0.55,0.05,0.7328,2,0.06,0.01,1,5,0,low
sub_0052,sub_0055,assignment_005,0.7368,0.1667,0.8722,3,0.02,0.02,0,5,0,medium
sub_0052,sub_1041,assignment_005,0.8824,0.3571,0.6466,48,0.14,0.8,10,80,0,high
sub_0052,sub_1042,assignment_005,0.6842,0.1875,0.7371,51,0.15,0.86,12,84,0,medium
sub_0052,sub_1043,assignment_005,0.5789,0.1765,0.8491,44,0.12,0.77,8,77,0,low
sub_0052,sub_1044,assignment_005,0.5,0.1765,0.8276,46,0.13,0.82,11,81,0,low
sub_0052,sub_1045,assignment_005,0.7368,0.3571,0.6422,39,0.1,0.74,7,73,0,medium
sub_0052,sub_1046,assignment_005,0.5714,0.1176,0.7112,53,0.16,0.89,13,87,0,low
sub_0052,sub_1047,assignment_005,0.7,0.1875,0.694,42,0.11,0.79,9,78,0,medium
sub_0052,sub_1048,assignment_005,0.619,0.1875,0.694,49,0.14,0.84,11,83,0,medium
sub_0052,sub_1049,assignment_005,0.7222,0.3125,0.7888,45,0.12,0.78,8,79,0,medium
sub_0052,sub_1050,assignment_005,0.55,0.05,0.7198,52,0.15,0.87,12,86,0,low
sub_0053,sub_0054,assignment_005,0.4091,0.0556,0.9588,6,0.09,0.02,2,9,0,low
sub_0053,sub_0055,assignment_005,0.5714,0.0556,0.6128,1,0.01,0.01,1,1,0,low
sub_0053,sub_1041,assignment_005,0.6,0.0625,0.9202,44,0.11,0.81,11,84,0,medium
sub_0053,sub_1042,assignment_005,0.6,0.1333,0.9532,47,0.12,0.87,13,88,0,medium
sub_0053,sub_1043,assignment_005,0.5,0.125,0.8274,40,0.09,0.78,9,81,0,low
sub_0053,sub_1044,assignment_005,0.4286,0.125,0.849,42,0.1,0.83,12,85,0,low
sub_0053,sub_1045,assignment_005,0.5714,0.0625,0.9141,35,0.07,0.75,8,77,0,low
sub_0053,sub_1046,assignment_005,0.5,0.0625,0.9879,49,0.13,0.9,14,91,0,low
sub_0053,sub_1047,assignment_005,0.5455,0.0625,0.9877,38,0.08,0.8,10,82,0,low
sub_0053,sub_1048,assignment_005,0.4783,0.0625,0.9877,45,0.11,0.85,12,87,0,low
sub_0053,sub_1049,assignment_005,0.4091,0.0556,0.8907,41,0.09,0.79,9,83,0,low
sub_0053,sub_1050,assignment_005,0.4762,0.1875,0.976,48,0.12,0.88,13,90,0,low
sub_0054,sub_0055,assignment_005,0.5238,0.0476,0.6391,5,0.08,0.03,1,10,0,low
sub_0054,sub_1041,assignment_005,0.55,0.0526,0.8824,50,0.2,0.79,9,75,0,low
sub_0054,sub_1042,assignment_005,0.4762,0.0526,0.9942,53,0.21,0.85,11,79,0,low
sub_0054,sub_1043,assignment_005,0.7059,0.05,0.8629,46,0.18,0.76,7,72,0,medium
sub_0054,sub_1044,assignment_005,0.7059,0.1053,0.8854,48,0.19,0.81,10,76,0,medium
sub_0054,sub_1045,assignment_005,0.4545,0.0526,0.8765,41,0.16,0.73,6,68,0,low
sub_0054,sub_1046,assignment_005,0.4545,0.1111,0.9706,55,0.22,0.88,12,82,0,low
sub_0054,sub_1047,assignment_005,0.5,0.0526,0.9471,44,0.17,0.78,8,73,0,low
sub_0054,sub_1048,assignment_005,0.4348,0.0526,0.9471,51,0.2,0.83,10,78,0,low
sub_0054,sub_1049,assignment_005,0.7647,0.2222,0.929,47,0.18,0.77,7,74,0,medium
sub_0054,sub_1050,assignment_005,0.7647,0.2941,0.9824,54,0.21,0.86,11,81,0,medium
sub_0055,sub_1041,assignment_005,0.7368,0.1765,0.5639,45,0.12,0.82,10,85,0,medium
sub_0055,sub_1042,assignment_005,0.65,0.1765,0.6429,48,0.13,0.88,12,89,0,medium
sub_0055,sub_1043,assignment_005,0.6316,0.3125,0.7406,41,0.1,0.79,8,82,0,medium
sub_0055,sub_1044,assignment_005,0.4762,0.1667,0.7218,43,0.11,0.84,11,86,0,low
sub_0055,sub_1045,assignment_005,0.619,0.1111,0.5602,36,0.08,0.76,7,78,0,medium
sub_0055,sub_1046,assignment_005,0.5455,0.1111,0.6203,50,0.14,0.91,13,92,0,low
sub_0055,sub_1047,assignment_005,0.6667,0.1765,0.6053,39,0.09,0.81,9,83,0,medium
sub_0055,sub_1048,assignment_005,0.6667,0.25,0.6053,46,0.12,0.86,11,88,0,medium
sub_0055,sub_1049,assignment_005,0.5238,0.0476,0.688,42,0.1,0.8,8,84,0,low
sub_0055,sub_1050,assignment_005,0.5238,0.0476,0.6278,49,0.13,0.89,12,91,0,low
sub_1041,sub_1042,assignment_005,0.6842,0.2,0.8772,3,0.01,0.06,2,4,1,medium
sub_1041,sub_1043,assignment_005,0.5789,0.1875,0.7614,4,0.02,0.03,2,3,1,low
sub_1041,sub_1044,assignment_005,0.5,0.1875,0.7812,2,0.01,0.02,1,1,1,low
sub_1041,sub_1045,assignment_005,0.7368,0.2857,0.9933,9,0.04,0.06,3,7,1,medium
sub_1041,sub_1046,assignment_005,0.5714,0.125,0.9091,5,0.02,0.09,3,7,1,low
sub_1041,sub_1047,assignment_005,0.7,0.2,0.9317,6,0.03,0.01,1,2,1,medium
sub_1041,sub_1048,assignment_005,0.619,0.2,0.9317,1,0.0,0.04,1,3,1,medium
sub_1041,sub_1049,assignment_005,0.6316,0.1765,0.8197,3,0.02,0.02,2,1,1,medium
sub_1041,sub_1050,assignment_005,0.55,0.0526,0.8982,4,0.01,0.07,2,6,1,low
sub_1042,sub_1043,assignment_005,0.5,0.1875,0.868,7,0.03,0.09,4,7,1,low
sub_1042,sub_1044,assignment_005,0.5,0.1875,0.8906,5,0.02,0.04,1,3,1,low
sub_1042,sub_1045,assignment_005,0.5714,0.125,0.8713,12,0.05,0.12,5,11,1,low
sub_1042,sub_1046,assignment_005,0.65,0.125,0.9649,2,0.01,0.03,1,3,1,medium
sub_1042,sub_1047,assignment_005,0.619,0.2,0.9415,9,0.04,0.07,3,6,1,medium
sub_1042,sub_1048,assignment_005,0.7,0.2,0.9415,2,0.01,0.02,1,1,1,medium
sub_1042,sub_1049,assignment_005,0.4762,0.0526,0.9344,6,0.03,0.08,4,5,1,low
sub_1042,sub_1050,assignment_005,0.55,0.1111,0.9766,1,0.0,0.01,0,2,1,low
sub_1043,sub_1044,assignment_005,0.75,0.25,0.9746,2,0.01,0.05,3,4,1,medium
sub_1043,sub_1045,assignment_005,0.4762,0.1176,0.7563,5,0.02,0.03,1,4,1,low
sub_1043,sub_1046,assignment_005,0.4091,0.1176,0.8376,9,0.04,0.12,5,10,1,low
sub_1043,sub_1047,assignment_005,0.5238,0.1875,0.8173,2,0.01,0.02,1,1,1,low
sub_1043,sub_1048,assignment_005,0.5238,0.2667,0.8173,5,0.02,0.07,3,6,1,low
sub_1043,sub_1049,assignment_005,0.7059,0.1053,0.9289,1,0.0,0.01,0,2,1,medium
sub_1043,sub_1050,assignment_005,0.7059,0.05,0.8477,8,0.03,0.1,4,9,1,medium
sub_1044,sub_1045,assignment_005,0.4091,0.1176,0.776,7,0.03,0.08,4,8,1,low
sub_1044,sub_1046,assignment_005,0.4762,0.1875,0.8594,7,0.03,0.07,2,6,1,low
sub_1044,sub_1047,assignment_005,0.4545,0.1875,0.8385,4,0.02,0.03,2,3,1,low
sub_1044,sub_1048,assignment_005,0.4545,0.1875,0.8385,3,0.01,0.02,0,2,1,low
sub_1044,sub_1049,assignment_005,0.6111,0.05,0.9531,1,0.01,0.04,3,2,1,medium
sub_1044,sub_1050,assignment_005,0.6111,0.05,0.8698,6,0.02,0.05,1,5,1,medium
sub_1045,sub_1046,assignment_005,0.7,0.2,0.903,14,0.06,0.15,6,14,1,medium
sub_1045,sub_1047,assignment_005,0.5909,0.125,0.9255,3,0.01,0.05,2,5,1,low
sub_1045,sub_1048,assignment_005,0.5217,0.125,0.9255,10,0.04,0.1,4,10,1,low
sub_1045,sub_1049,assignment_005,0.5238,0.1765,0.8142,6,0.02,0.04,1,6,1,low
sub_1045,sub_1050,assignment_005,0.5238,0.1765,0.8922,13,0.05,0.13,5,13,1,low
sub_1046,sub_1047,assignment_005,0.5217,0.125,0.9758,11,0.05,0.1,4,9,1,low
sub_1046,sub_1048,assignment_005,0.5909,0.125,0.9758,4,0.02,0.05,2,4,1,low
sub_1046,sub_1049,assignment_005,0.3913,0.0526,0.9016,8,0.04,0.11,5,8,1,low
sub_1046,sub_1050,assignment_005,0.3913,0.0526,0.988,1,0.01,0.02,1,1,1,low
sub_1047,sub_1048,assignment_005,0.7143,0.2,1.0,7,0.03,0.05,2,5,1,medium
sub_1047,sub_1049,assignment_005,0.5,0.0526,0.8798,3,0.01,0.01,1,1,1,low
sub_1047,sub_1050,assignment_005,0.5,0.0526,0.9641,10,0.04,0.08,3,8,1,low
sub_1048,sub_1049,assignment_005,0.4348,0.0526,0.8798,4,0.02,0.06,3,4,1,low
sub_1048,sub_1050,assignment_005,0.4348,0.0526,0.9641,3,0.01,0.03,1,3,1,low
sub_1049,sub_1050,assignment_005,0.7647,0.2222,0.9126,7,0.03,0.09,4,7,1,medium
sub_0056,sub_0057,assignment_006,0.3846,0.0,0.75,4,0.04,0.01,1,4,0,low
sub_0056,sub_0058,assignment_006,0.5385,0.0,0.8824,4,0.03,0.02,0,3,0,low
sub_0056,sub_0059,assignment_006,0.3125,0.1,0.5714,2,0.06,0.01,1,7,0,low
sub_0056,sub_0060,assignment_006,0.5333,0.0,0.6,2,0.02,0.0,0,3,0,low
sub_0056,sub_0061,assignment_006,0.6154,0.0,0.7059,6,0.1,0.01,2,10,0,medium
sub_0056,sub_0062,assignment_006,0.3571,0.0909,0.5357,1,0.01,0.02,0,2,0,low
sub_0056,sub_0063,assignment_006,0.5714,0.0,0.7595,7,0.04,0.02,1,6,0,low
sub_0056,sub_0064,assignment_006,0.7143,0.3333,0.5172,3,0.05,0.01,1,5,0,medium
sub_0056,sub_0065,assignment_006,0.3571,0.0,0.75,3,0.02,0.02,0,4,0,low
sub_0056,sub_0066,assignment_006,0.6,0.25,0.6,5,0.08,0.0,2,9,0,medium
sub_0056,sub_1051,assignment_006,0.8182,0.25,0.8108,41,0.34,0.79,11,84,0,medium
sub_0056,sub_1052,assignment_006,0.8182,0.25,0.9231,38,0.3,0.74,9,80,0,medium
sub_0056,sub_1053,assignment_006,0.5,0.0909,0.8219,44,0.38,0.82,12,87,0,low
sub_0056,sub_1054,assignment_006,0.2857,0.0,0.6383,39,0.32,0.77,10,82,0,low
sub_0056,sub_1055,assignment_006,0.2778,0.0909,0.5042,36,0.27,0.71,8,76,0,low
sub_0056,sub_1056,assignment_006,0.2941,0.0,0.4839,43,0.36,0.84,13,89,0,low
sub_0056,sub_1057,assignment_006,0.75,0.1111,0.8,40,0.31,0.76,9,81,0,medium
sub_0056,sub_1058,assignment_006,0.75,0.25,0.9677,37,0.29,0.72,8,77,0,medium
sub_0056,sub_1059,assignment_006,0.5,0.0909,0.7792,42,0.35,0.8,11,86,0,low
sub_0056,sub_1060,assignment_006,0.3571,0.2,0.8824,35,0.26,0.69,7,73,0,low
sub_0057,sub_0058,assignment_006,0.2857,0.0,0.85,8,0.07,0.01,1,7,0,low
sub_0057,sub_0059,assignment_006,0.3571,0.0,0.7619,2,0.02,0.02,0,3,0,low
sub_0057,sub_0060,assignment_006,0.3125,0.0,0.8,6,0.02,0.01,1,1,0,low
sub_0057,sub_0061,assignment_006,0.4615,0.3333,0.9412,2,0.06,0.0,1,6,0,low
sub_0057,sub_0062,assignment_006,0.5455,0.0769,0.7143,3,0.05,0.01,1,6,0,low
sub_0057,sub_0063,assignment_006,0.3333,0.0,0.9875,11,0.08,0.03,0,2,0,low
sub_0057,sub_0064,assignment_006,0.2941,0.0,0.6897,1,0.01,0.0,0,1,0,low
sub_0057,sub_0065,assignment_006,0.8889,0.4,1.0,7,0.06,0.01,1,8,0,high
sub_0057,sub_0066,assignment_006,0.375,0.2,0.8,1,0.04,0.01,1,5,0,low
sub_0057,sub_1051,assignment_006,0.5,0.3333,0.925,45,0.3,0.8,10,80,0,low
sub_0057,sub_1052,assignment_006,0.5,0.0909,0.8125,42,0.26,0.75,8,76,0,low
sub_0057,sub_1053,assignment_006,0.6,0.1667,0.9125,48,0.34,0.83,11,83,0,medium
sub_0057,sub_1054,assignment_006,0.6,0.1667,0.8511,43,0.28,0.78,9,78,0,medium
sub_0057,sub_1055,assignment_006,0.3125,0.0,0.6723,40,0.23,0.72,7,72,0,low
sub_0057,sub_1056,assignment_006,0.3333,0.0833,0.6452,47,0.32,0.85,12,85,0,low
sub_0057,sub_1057,assignment_006,0.4615,0.3333,0.9375,44,0.27,0.77,8,77,0,low
sub_0057,sub_1058,assignment_006,0.3571,0.0,0.775,41,0.25,0.73,7,73,0,low
sub_0057,sub_1059,assignment_006,0.7778,0.2727,0.9625,46,0.31,0.81,10,82,0,medium
sub_0057,sub_1060,assignment_006,0.5455,0.0769,0.85,39,0.22,0.7,6,69,0,low
sub_0058,sub_0059,assignment_006,0.2353,0.0,0.6476,6,0.09,0.03,1,10,0,low
sub_0058,sub_0060,assignment_006,0.5333,0.0,0.68,2,0.05,0.02,0,6,0,low
sub_0058,sub_0061,assignment_006,0.5,0.0,0.8,10,0.13,0.01,2,13,0,low
sub_0058,sub_0062,assignment_006,0.2667,0.0,0.6071,5,0.02,0.0,0,1,0,low
sub_0058,sub_0063,assignment_006,0.5714,0.1111,0.8608,3,0.01,0.04,1,9,0,low
sub_0058,sub_0064,assignment_006,0.5,0.0,0.5862,7,0.08,0.01,1,8,0,low
sub_0058,sub_0065,assignment_006,0.2667,0.0,0.85,1,0.01,0.0,0,1,0,low
sub_0058,sub_0066,assignment_006,0.4118,0.0,0.68,9,0.11,0.02,2,12,0,low
sub_0058,sub_1051,assignment_006,0.5385,0.0,0.9189,37,0.37,0.81,11,87,0,low
sub_0058,sub_1052,assignment_006,0.5385,0.0,0.9559,34,0.33,0.76,9,83,0,low
sub_0058,sub_1053,assignment_006,0.3846,0.2,0.9315,40,0.41,0.84,12,90,0,low
sub_0058,sub_1054,assignment_006,0.3846,0.0,0.7234,35,0.35,0.79,10,85,0,low
sub_0058,sub_1055,assignment_006,0.2778,0.0,0.5714,32,0.3,0.73,8,79,0,low
sub_0058,sub_1056,assignment_006,0.2222,0.0,0.5484,39,0.39,0.86,13,92,0,low
